cellID	geneID	regionID	x	y	z	seeds	intensity	spot_id
87	Gata6	142	184.8813	154.4392	20.0000	4	1992	82482
111	Cdh2	454	141.6649	6.7233	8.0000	3	1612	7485
243	Ep300	191	196.1307	218.6451	8.0000	4	775	17679
23	Pdgfra	8	28.2724	49.4434	8.0000	4	424	49447
182	Dll1	38	137.9764	171.4845	8.0000	5	1162	14127
269	Fgfr2	188	206.1621	185.2836	8.0000	4	404	20930
269	Lefty1	9	208.5209	180.4299	8.0000	4	1852	38693
5	Popdc2	209	2.6508	123.3718	8.0000	4	473	53272
224	Gpc4	57	170.7589	90.8599	8.0000	4	1947	27572
263	Pim2	58	199.6535	85.5803	8.0000	3	592	50198
202	Pcgf3	369	156.1552	191.9020	8.0000	4	901	49007
254	Cdh2	6	212.0572	151.8293	8.0000	4	817	7037
42	Tagln	1555	45.9176	35.6091	8.0000	3	704	62911
157	Tfap2a	26	108.0125	213.5037	8.0000	4	1598	66642
80	Krt18	447	57.8663	182.7445	8.0000	4	417	37521
125	Col4a1	12	83.3310	53.5579	8.0000	3	1042	11124
42	Ttn	588	211.8528	14.5797	20.0000	4	1701	98286
179	Plvap	24	143.5793	222.5566	8.0000	4	607	50563
213	Nebl	164	157.7545	58.6837	8.0000	3	1136	45212
72	Col4a1	520	59.9319	73.9984	8.0000	5	834	11632
123	Foxf1	15	218.2954	211.6649	20.0000	4	1748	80808
284	Kmt2d	10	212.1371	168.9290	8.0000	4	614	36498
2	Hapln1	262	16.1389	104.1067	8.0000	3	726	30275
95	Wnt5b	23	62.9805	209.3426	8.0000	4	1286	73076
128	Efna5	32	220.5372	207.5442	20.0000	4	546	79067
111	Gata6	211	86.3228	69.9574	8.0000	4	998	26269
184	Popdc2	124	142.5516	26.4299	8.0000	4	629	53187
15	Col1a1	799	18.1673	102.8743	8.0000	3	165	9772
160	Sox17	25	113.8854	78.0566	8.0000	3	1440	59925
111	Sox7	74	76.0011	58.8603	8.0000	3	936	60657
111	F2r	540	80.8906	9.4944	8.0000	3	1528	19894
98	Krt18	147	192.2450	135.1326	20.0000	4	456	86487
111	Gata2	193	103.5102	103.3573	8.0000	3	1384	24189
160	Meis1	138	120.5135	93.6948	8.0000	4	71	41827
120	Epor	5	218.3680	184.6924	20.0000	3	1717	79685
131	Hoxb4	33	222.7998	171.3290	20.0000	3	454	84467
30	Foxc2	28	56.2293	90.0336	20.0000	4	559	80764
231	Tdo2	28	177.2927	168.8961	8.0000	3	511	64909
42	Prrx2	15	23.3454	24.6247	20.0000	4	344	92297
24	Cbfa2t3	12	46.4369	111.1536	20.0000	3	512	76128
82	Kitl	77	58.0435	103.1642	8.0000	4	876	35904
92	Gata2	46	65.2072	88.8697	8.0000	3	1396	24042
287	Cntfr	11	216.6559	200.8346	8.0000	4	685	8871
256	Clic6	10	199.5386	67.3740	8.0000	4	457	8741
42	Ttn	119	81.6941	189.5081	20.0000	4	1372	97817
281	Nrp1	108	214.0300	189.8661	8.0000	4	1690	47459
2	Wnt5a	60	4.4447	108.1217	8.0000	3	245	72901
111	Myh9	742	86.6660	108.5314	8.0000	3	2038	44305
111	Tagln	1480	181.2809	214.5406	8.0000	4	424	62836
65	Pcgf5	113	52.4370	95.4768	8.0000	3	694	49136
24	Ttn	1583	54.9811	117.0614	20.0000	4	524	99281
63	Postn	138	51.7245	186.0015	8.0000	3	750	54687
119	Col4a1	491	78.9831	103.9583	8.0000	4	487	11603
49	Mcl1	61	60.0870	139.6181	20.0000	4	382	87772
2	Bmp2	13	3.3551	109.5368	8.0000	4	954	4768
42	Podxl	82	60.3087	50.0238	8.0000	4	596	51689
111	Pdgfra	60	101.8203	34.3203	8.0000	3	421	49499
7	Tagln	391	42.6187	210.2351	8.0000	4	1161	61747
96	Wdr5	1	192.1832	197.5427	20.0000	4	709	99872
180	Hapln1	213	135.8225	175.6358	8.0000	4	623	30226
31	Vcam1	18	38.0615	29.4804	8.0000	3	1868	71688
111	Tbx1	10	159.3224	206.1001	8.0000	4	1258	63498
231	Podxl	485	179.2608	176.4974	8.0000	3	2026	52092
42	Myh9	435	41.5950	100.6465	20.0000	4	603	88902
101	Dnmt3a	464	74.4381	33.3625	8.0000	3	1966	14755
72	Col4a1	1499	59.1019	74.9605	8.0000	4	1905	12611
42	Ccng1	28	97.8395	222.4489	20.0000	4	322	76223
101	Perp	125	73.6522	44.4476	8.0000	4	450	50081
42	Nefl	12	46.3453	122.8797	20.0000	4	604	89327
160	Setd1a	192	115.2506	83.1732	8.0000	4	581	56780
99	Ep300	55	66.2537	105.8547	8.0000	4	366	17543
99	Myh9	194	218.9267	219.7748	20.0000	4	536	88661
42	Tjp2	111	83.1116	188.2164	20.0000	4	1968	97450
243	Nrp1	339	187.6580	221.6850	8.0000	4	433	47690
112	Nebl	72	73.2292	133.7493	8.0000	4	673	45120
255	Hoxd9	40	203.6157	84.7097	8.0000	3	1829	32650
111	Tagln	468	177.4383	214.0831	8.0000	4	387	61824
42	Kdr	11	70.2677	131.0035	20.0000	4	1709	85796
111	Meis2	268	129.7900	100.8768	8.0000	3	1328	42287
13	Ahnak	153	36.6925	40.2004	20.0000	4	578	73931
125	Tagln	1612	92.0220	52.7351	8.0000	3	708	62968
7	Wnt5b	8	18.2340	132.3681	8.0000	3	644	73061
42	Hsf1	81	46.4851	43.5952	8.0000	3	1786	32739
165	Icam2	242	119.7628	150.3825	8.0000	3	1236	33166
149	Ttn	2535	97.6273	210.3180	8.0000	4	1907	71037
120	Tead2	224	219.4597	195.7451	20.0000	4	679	96586
88	Smim1	80	181.3040	187.5618	20.0000	4	1116	93999
287	Gata4	895	216.4000	201.4502	8.0000	4	1798	25223
67	Tgm1	8	50.3829	149.0525	8.0000	4	923	66784
61	Kmt2b	102	78.9177	165.0068	20.0000	4	1443	86000
2	Krt18	236	12.0465	2.1362	8.0000	4	494	37310
111	Nebl	172	194.3847	18.0240	8.0000	4	593	45220
111	Ezh1	11	151.7173	13.5538	8.0000	3	680	19050
73	Popdc2	707	98.9297	208.0393	20.0000	4	514	92187
47	Hcn4	344	39.9970	67.4345	8.0000	4	456	31461
42	Podxl	318	60.5266	182.1239	20.0000	4	776	91191
111	Cxcl12	27	201.5743	10.4812	8.0000	4	739	13131
83	Tagln	544	156.0899	52.3906	20.0000	4	1710	95351
7	Wnt2b	77	44.9863	178.5048	8.0000	4	1379	72700
93	Eng	720	66.3258	94.4885	8.0000	4	717	16895
33	Sox4	157	35.2025	9.8143	8.0000	4	1734	60319
131	Gata4	484	222.9822	170.4852	20.0000	3	1900	82111
287	Podxl	937	219.4816	205.8406	8.0000	4	973	52544
243	Pcgf3	126	189.1656	224.3775	8.0000	4	1301	48764
236	Gpc4	283	182.4038	205.9253	8.0000	4	871	27798
42	Foxh1	70	81.1170	189.7737	20.0000	3	375	80906
13	Hand1	685	16.8725	22.5846	8.0000	4	671	28912
42	Bcl2	2	38.1801	48.7892	8.0000	4	777	4395
12	Podxl	426	34.8594	86.3949	20.0000	4	397	91299
38	Vcam1	197	38.5596	3.1681	8.0000	3	1560	71867
233	Tinagl1	25	184.4050	150.2782	8.0000	3	1775	67185
38	Ttn	1145	45.5224	3.5333	8.0000	4	1967	69647
111	F2r	498	85.7769	0.9138	8.0000	4	1944	19852
111	Sox4	160	155.8279	153.6494	8.0000	4	378	60322
41	Foxh1	86	49.8059	16.9318	8.0000	4	1755	22150
143	Hand2	622	92.3776	40.2566	8.0000	4	1246	29922
30	Icam2	66	55.8511	84.2118	20.0000	4	564	84797
111	Dll1	40	83.0718	20.4015	8.0000	4	1792	14129
111	Kmt2d	233	96.0661	32.0902	8.0000	4	588	36721
156	Meis2	142	103.0726	48.8862	8.0000	3	656	42161
92	Cavin3	7	188.8505	154.6613	20.0000	3	561	76059
38	Mef2c	179	38.7125	4.1094	8.0000	3	1936	41665
111	Nrp1	26	98.8009	105.6630	8.0000	3	1355	47377
47	Bak1	23	59.7591	67.5036	20.0000	4	1755	74940
31	Ep300	13	51.7944	127.1524	20.0000	4	1969	79392
100	Tmem108	63	199.3631	204.9373	20.0000	4	504	97522
99	Gata5	27	218.2654	221.1785	20.0000	4	590	82171
51	Usp28	79	61.4646	131.4611	20.0000	3	1303	99654
84	Tbx5	88	165.6966	162.8602	20.0000	3	1682	95963
111	Plvap	448	82.9533	11.9353	8.0000	4	1538	50987
2	Bin2	15	12.9390	24.4477	8.0000	4	1115	4624
111	Marcks	458	148.3580	187.5346	8.0000	4	390	40841
243	Tagln	940	190.2328	212.4300	8.0000	4	1617	62296
9	Tagln	671	40.5740	57.3531	20.0000	3	408	95478
111	Hapln1	5	141.6370	56.7383	8.0000	8	1620	30018
254	Marcks	448	209.7300	161.5659	8.0000	4	800	40831
125	Col4a1	238	89.2878	59.1539	8.0000	4	776	11350
213	Cd34	81	161.4455	54.5733	8.0000	3	1858	6844
42	Jarid2	375	60.9030	39.7273	8.0000	6	1788	35166
83	Nebl	257	64.3557	139.6620	8.0000	4	1115	45305
37	Prrx2	61	53.5772	60.3006	20.0000	3	1777	92343
28	Meis2	107	57.2613	78.1135	20.0000	4	783	88089
231	Sfrp2	50	179.1625	174.6354	8.0000	4	1935	57878
254	Myh9	1388	222.7896	145.3210	8.0000	3	113	44951
121	Snai1	58	73.6050	66.8473	8.0000	4	803	59610
90	Gata4	502	187.6318	185.2910	20.0000	4	1924	82129
111	Kcng1	27	136.2968	35.7505	8.0000	4	472	35253
199	Pdgfra	72	149.4728	60.4436	8.0000	4	2030	49511
48	Ttn	2508	45.8980	64.2063	8.0000	4	1254	71010
91	Plvap	429	65.1388	13.4661	8.0000	3	1086	50968
21	Nkx2-3	6	47.7197	98.7019	20.0000	3	1785	89461
26	Hoxb5	27	26.8795	116.7053	8.0000	3	1588	32213
100	Pecam1	196	74.9348	24.5065	8.0000	4	97	49832
111	Setd2	4	137.4638	158.8203	8.0000	4	1925	57289
41	Mixl1	15	52.6710	16.3940	8.0000	3	1610	42535
111	Myh9	475	218.9888	40.6617	8.0000	4	22	44038
42	Sox4	238	43.6101	48.1970	8.0000	3	1800	60400
20	Smarcd3	136	48.8234	70.6446	20.0000	4	1807	93767
69	Ttn	1131	87.4414	178.9934	20.0000	4	363	98829
55	Hoxb6	66	49.4902	221.7316	8.0000	3	356	32298
219	Bmp7	238	169.9147	163.0906	8.0000	3	984	5564
2	Podxl	134	10.1464	97.3785	8.0000	3	522	51741
146	Col4a1	630	97.3524	45.4434	8.0000	3	726	11742
111	Bmp2	181	223.4612	62.4958	8.0000	4	434	4936
2	Tmem108	508	12.5984	23.7455	8.0000	3	951	68204
118	Col4a1	1241	75.5970	6.5912	8.0000	3	1787	12353
40	Ahnak	187	65.2893	171.4002	20.0000	4	445	73965
111	Fzd2	228	75.6088	191.5248	8.0000	4	325	23617
29	Dlk1	160	50.9990	138.7085	20.0000	3	414	78257
79	Nrp1	77	60.6339	57.1805	8.0000	4	479	47428
101	Prrx2	39	71.4293	45.9060	8.0000	4	622	55044
7	Krt18	1011	28.6772	137.3310	8.0000	4	831	38085
160	Eng	773	119.4717	78.2241	8.0000	3	607	16948
202	Erg	104	156.4039	193.0924	8.0000	3	345	18284
42	Kcng1	123	129.2916	112.4991	20.0000	3	60	85685
57	Nr2f1	2	71.2566	210.9008	20.0000	3	499	89549
272	Gata5	87	208.9248	203.8033	8.0000	3	1689	25581
157	Furin	449	110.8584	215.7806	8.0000	4	334	22681
65	F2r	130	81.5140	172.7408	20.0000	3	542	80094
252	Nebl	388	193.3139	132.9865	8.0000	4	234	45436
82	Bmp7	307	147.3568	43.3094	20.0000	4	352	76005
260	Spry4	69	198.3540	187.2685	8.0000	4	478	60953
42	Smim1	111	173.4374	162.8499	20.0000	4	1742	94030
199	Prrx2	314	150.5937	61.6162	8.0000	4	552	55319
111	Dnmt3a	72	77.1932	121.7118	8.0000	4	674	14363
42	Arhgdib	26	185.2266	200.1541	20.0000	3	481	74291
31	Gata6	164	46.6776	28.9817	8.0000	3	240	26222
9	F2r	151	33.3713	48.7659	20.0000	3	1376	80115
74	Popdc2	1396	51.0392	208.7012	8.0000	3	1416	54459
42	Krt18	232	95.1633	210.0014	20.0000	3	441	86572
111	Msx1	44	200.1738	71.2935	8.0000	4	1094	43091
7	Gdf3	3	12.5546	131.9564	8.0000	4	114	26785
111	Setd1b	111	180.4258	204.6762	8.0000	4	585	57102
275	Hsf1	241	206.1239	220.4017	8.0000	3	224	32899
28	Tagln	824	29.2079	43.0043	8.0000	4	433	62180
111	Col4a1	897	141.1362	1.5412	8.0000	3	386	12009
42	Lin28a	287	48.6142	91.7486	20.0000	4	2030	87315
255	Marcks	90	203.2513	74.8147	8.0000	3	1501	40473
111	Msx1	9	124.2491	207.0986	8.0000	4	208	43056
2	Krt18	469	20.8321	67.8834	8.0000	4	338	37543
117	Marcks	79	219.2093	170.9793	20.0000	3	408	87692
63	Setd1b	130	58.3364	191.4245	8.0000	3	650	57121
111	Wnt5a	73	203.9284	43.0428	8.0000	4	502	72914
43	Podxl	784	44.4920	158.7652	8.0000	4	1100	52391
42	Krt18	111	220.3634	158.1015	20.0000	4	620	86451
88	Gpc4	365	62.7515	153.6311	8.0000	3	694	27880
127	Usp28	15	222.7128	128.6797	20.0000	4	448	99590
29	Hoxb8	54	38.1808	95.7719	8.0000	3	1823	32354
111	Lin28a	212	115.7772	158.6738	8.0000	4	683	39090
22	Col1a1	71	45.5557	131.5004	20.0000	3	481	76969
209	Tagln	317	158.4956	72.2460	8.0000	3	618	61673
243	Tbx5	371	194.3887	223.6978	8.0000	4	583	64192
83	Bak1	205	56.7859	146.0277	8.0000	3	849	3558
41	Podxl	1404	38.6159	25.5841	8.0000	3	1980	53011
42	Fam181b	3	105.3928	142.9561	20.0000	3	1477	80147
113	Tet3	10	205.1470	126.1850	20.0000	4	880	96900
268	Col4a1	539	204.4289	46.0339	8.0000	3	681	11651
253	Ahnak	318	198.8474	173.6172	8.0000	3	145	668
110	Cbfa2t3	40	205.7319	196.7681	20.0000	4	332	76156
7	Hand2	527	35.8885	128.0902	8.0000	4	1738	29827
47	Erg	7	59.9010	62.3777	20.0000	3	422	79712
280	Lef1	165	215.1502	129.8463	8.0000	3	1443	38537
137	Shisa2	127	90.4225	204.6802	8.0000	3	665	58379
30	Eng	70	55.7031	94.8944	20.0000	4	529	79284
111	Gata5	323	198.0070	96.0497	8.0000	4	667	25817
111	Spry4	13	124.9236	100.4790	8.0000	3	1496	60897
43	Tcf7l1	37	62.4393	92.6255	20.0000	4	1660	96245
22	Sox4	362	27.6307	25.7557	8.0000	4	2010	60524
11	Hcn4	223	44.2174	27.4222	20.0000	4	482	84168
203	Krt18	746	157.8266	39.7299	8.0000	4	1808	37820
19	Hcn4	326	42.9414	60.3281	20.0000	4	401	84271
149	Ttn	471	99.1181	210.0324	8.0000	7	1888	68973
83	Tagln	1692	63.4034	136.0417	8.0000	3	1362	63048
14	Fgf10	8	16.9253	31.8991	8.0000	3	1860	20124
111	Tagln	1183	173.7766	222.0184	8.0000	3	692	62539
111	Cdh2	396	143.1761	4.9175	8.0000	4	522	7427
221	Col4a1	79	173.6286	53.9975	8.0000	4	1144	11191
42	Cntfr	78	47.2446	35.4516	8.0000	3	541	8938
273	Smoc2	97	209.7353	218.6638	8.0000	3	282	59455
40	Myh9	240	67.1329	163.2320	20.0000	3	404	88707
254	Kmt2b	167	208.4427	141.1564	8.0000	4	886	36166
111	Hapln1	142	112.8410	89.4380	8.0000	4	652	30155
254	Plp1	65	207.3237	157.4656	8.0000	4	1590	50517
176	Tead2	561	134.5518	49.5590	8.0000	4	1907	65481
111	Nid1	508	78.0833	12.1614	8.0000	4	139	46329
139	Podxl	662	93.3164	218.2334	8.0000	4	1674	52269
112	Tagln	661	67.9800	138.2548	8.0000	3	1285	62017
71	Cdh2	107	51.1281	150.9824	8.0000	4	1803	7138
42	Ahnak	197	47.3642	142.0442	20.0000	4	719	73975
15	Myh9	835	26.8910	98.1799	8.0000	4	484	44398
72	Setd1b	237	54.9939	80.5708	8.0000	3	629	57228
111	Setd1a	288	112.9913	74.1994	8.0000	3	709	56876
236	Tex19.1	9	187.6201	195.4350	8.0000	4	270	66589
76	Krt18	816	51.1566	222.8207	8.0000	3	316	37890
111	Tead2	807	99.9849	28.4457	8.0000	3	411	65727
153	Dll1	55	107.0127	108.0378	8.0000	4	685	14144
111	Hcn4	190	68.1984	107.3940	8.0000	4	1360	31307
111	Ttn	1024	90.6931	172.8707	8.0000	4	2024	69526
41	Tbx5	442	44.1510	13.9807	8.0000	3	802	64263
103	Tmem119	4	73.9141	85.8527	8.0000	3	2031	68259
78	Pcgf2	353	61.2290	122.6872	8.0000	4	703	48579
111	Aldh2	5	213.4202	37.1689	8.0000	6	1921	73553
99	Tfap2a	3	64.1241	99.2973	8.0000	3	472	66619
251	Gata6	316	200.3157	219.3160	8.0000	4	1842	26374
20	Hand2	585	21.3814	2.5568	8.0000	4	716	29885
111	Plvap	724	116.6746	76.4499	8.0000	4	698	51263
111	Irx5	151	168.8215	92.7476	8.0000	3	1679	34441
111	Hand1	22	221.2722	62.9655	8.0000	3	535	28249
42	Snai1	42	89.1046	170.6221	20.0000	4	1400	94143
194	Sox17	15	153.0075	155.3113	8.0000	4	1810	59915
7	Podxl	527	39.6593	191.7628	8.0000	4	1994	52134
7	Myh9	585	27.0861	135.3273	8.0000	4	407	44148
7	Thbs1	8	35.1187	34.5145	20.0000	4	1016	97180
124	Tbx5	383	81.6193	177.3506	8.0000	4	762	64204
103	Prrx2	57	198.0893	177.8984	20.0000	4	440	92339
14	Myh9	482	39.3900	63.5678	20.0000	3	1247	88949
18	Hsf1	129	48.0590	24.0307	20.0000	4	430	84725
127	Bambi	41	222.4279	128.8956	20.0000	4	852	75137
111	Smarcd3	419	134.6549	36.7983	8.0000	4	542	58986
42	Tagln	813	52.4710	121.2190	20.0000	4	1661	95620
24	Hand1	285	55.7033	107.1782	20.0000	3	502	83465
42	Bambi	28	66.9395	134.6790	20.0000	4	2004	75124
156	Mnt	16	108.5414	46.7215	8.0000	4	372	42633
111	Dnmt3a	511	78.5920	161.5909	8.0000	3	1579	14802
30	Pdgfra	159	31.3073	126.0314	8.0000	4	2002	49598
85	Nrp1	354	59.4423	223.9956	8.0000	4	1421	47705
86	Icam2	43	64.6981	6.0196	8.0000	4	1682	32967
111	Nrp1	173	129.3608	94.1467	8.0000	4	1894	47524
45	Col26a1	36	64.8249	85.5361	20.0000	4	566	77239
141	Gmpr	192	88.8697	185.1326	8.0000	4	2022	27268
21	Myh9	335	43.8810	106.3502	20.0000	3	410	88802
73	Ep300	83	60.5027	69.4409	8.0000	4	1365	17571
111	Ets1	18	172.9654	110.5355	8.0000	3	1253	18567
118	Cbfa2t3	169	75.7348	4.9841	8.0000	4	1750	6493
92	Vcam1	34	185.0499	160.8994	20.0000	4	1927	99808
111	F2r	535	204.6768	96.2104	8.0000	3	1939	19889
111	Ttn	1074	71.3854	162.7467	8.0000	3	1498	69576
103	Otx2	4	70.8492	79.2757	8.0000	4	1954	48048
111	Plvap	384	203.6487	98.5351	8.0000	4	983	50923
78	Tagln	691	142.8901	45.2886	20.0000	3	545	95498
37	Wnt5a	80	32.2755	59.8004	8.0000	4	40	72921
53	Podxl	355	45.6727	148.3395	8.0000	4	1976	51962
110	Sox18	6	204.2820	197.0780	20.0000	3	516	94297
237	Nebl	90	185.4730	224.1001	8.0000	3	1058	45138
172	Nebl	271	134.9383	5.8007	8.0000	4	650	45319
111	F2r	237	95.0476	3.9137	8.0000	4	1411	19591
264	Mcl1	156	200.4395	168.4469	8.0000	4	325	41254
42	Tinagl1	60	54.9259	167.3079	20.0000	4	1661	97337
38	Bambi	52	41.1840	4.7808	8.0000	4	1675	3791
274	Col4a1	1034	209.2807	88.5217	8.0000	4	760	12146
42	Kcng1	215	75.0263	17.5141	20.0000	3	1775	85777
264	Ep300	480	209.3573	177.2888	8.0000	3	2038	17968
24	Atp1b1	325	54.0029	114.7687	20.0000	4	441	74721
57	Gata4	458	77.8496	217.8356	20.0000	3	1835	82085
280	Tmem108	192	217.4510	120.8129	8.0000	3	1293	67888
111	Ldhb	205	190.5791	83.5510	8.0000	3	779	38291
234	Lin28a	268	178.5235	184.2610	8.0000	3	469	39146
42	Nrp1	84	187.8633	139.3911	20.0000	4	1778	89717
255	Cd34	87	201.2157	84.4164	8.0000	3	1691	6850
257	Sfrp1	131	199.7402	50.8368	8.0000	4	1961	57754
264	Podxl	614	209.0921	175.0115	8.0000	4	1551	52221
111	Fgfr4	8	183.6436	132.4277	8.0000	3	2035	21316
111	Ttn	2252	89.4616	196.2885	8.0000	4	672	70754
12	Podxl	329	38.3915	75.7680	20.0000	4	610	91202
235	Atp1b1	461	184.6461	178.5378	8.0000	4	1542	2700
111	Esam	4	131.9890	222.2498	8.0000	3	392	18312
111	Hapln1	685	184.7975	92.9428	8.0000	3	898	30698
63	Igfbp3	69	52.0596	184.0227	8.0000	4	1882	33332
172	Tagln	1080	131.1420	9.0536	8.0000	3	1733	62436
86	Plvap	349	68.2497	2.0417	8.0000	3	842	50888
2	Mpl	66	24.2909	60.8985	8.0000	3	293	42961
111	Bmp7	472	170.5808	170.6929	8.0000	4	574	5798
264	Mef2c	76	202.9447	178.5430	8.0000	3	366	41562
221	Kmt2b	39	174.6636	47.3039	8.0000	4	1911	36038
42	Dnmt3a	208	185.3597	205.1158	20.0000	4	588	78579
153	Tmem108	292	99.4932	109.3040	8.0000	4	1930	67988
42	Fli1	4	140.3621	222.5371	20.0000	4	409	80675
111	Hand2	264	124.3900	145.5376	8.0000	4	503	29564
96	Irx1	140	191.5646	202.4111	20.0000	4	1782	85002
246	Kmt2b	208	193.2863	162.1145	8.0000	3	758	36207
180	Cdh5	494	136.2781	173.5931	8.0000	4	785	8200
11	Morc4	8	45.3165	23.1239	20.0000	4	1235	88258
111	Tagln	432	86.2740	197.6396	8.0000	3	1780	61788
7	Myh9	767	29.9112	131.5719	8.0000	4	305	44330
46	Sox2	9	57.8765	32.2306	20.0000	4	1608	94325
42	Foxf1	40	216.8083	121.0540	20.0000	3	1928	80833
282	Fzd2	277	214.5568	48.9194	8.0000	4	376	23666
14	Hoxa1	40	17.4511	32.7498	8.0000	4	685	31757
111	Aqp3	5	115.5202	75.4867	8.0000	3	494	1743
7	Krt18	779	40.1344	204.6713	8.0000	3	38	37853
42	Slc4a1	12	142.2798	168.4097	20.0000	4	1296	93621
72	Vcam1	4	60.7581	73.2610	8.0000	4	1571	71674
99	Plvap	319	72.7188	102.7456	8.0000	4	1417	50858
57	Ttn	140	53.8555	100.6644	8.0000	3	245	68642
26	Tmem108	475	29.8817	117.4398	8.0000	4	782	68171
67	Fzd2	498	52.0445	149.5470	8.0000	4	1860	23887
73	Hcn4	192	51.6429	72.6188	8.0000	3	1384	31309
109	F2r	84	199.8781	137.8169	20.0000	3	499	80048
14	Lin28a	308	37.0744	58.8236	20.0000	4	1966	87336
111	Tjp2	111	86.5699	196.1364	8.0000	4	669	67514
14	Myh9	504	42.2596	69.6076	20.0000	3	981	88971
219	Usp28	200	168.8471	166.8322	8.0000	4	766	71500
111	Eng	436	184.9552	116.4651	8.0000	4	1514	16611
55	Zfp57	75	44.6283	211.4028	8.0000	4	621	73356
42	Setd2	77	186.3430	210.2679	20.0000	4	1962	93082
288	Gata4	751	217.4096	206.0656	8.0000	4	2020	25079
97	Irx1	99	190.0786	188.5876	20.0000	4	1535	84961
111	Msx1	176	183.1731	87.4447	8.0000	3	557	43223
288	Fzd2	143	217.7552	215.9114	8.0000	4	629	23532
57	Mesp2	29	52.3310	103.3981	8.0000	4	680	42510
22	Furin	745	25.4102	20.3361	8.0000	4	457	22977
263	Hand2	71	201.0722	90.4903	8.0000	4	1340	29371
56	Rgl1	80	69.1149	175.6234	20.0000	4	1755	92630
111	Gsn	30	153.7461	182.8417	8.0000	4	318	28021
111	Furin	714	80.7142	86.9356	8.0000	4	1951	22946
111	Tet3	420	85.9279	171.8746	8.0000	3	742	66423
86	Foxc2	156	70.9770	10.0529	8.0000	4	1894	21819
111	Meis1	86	95.0819	190.1752	8.0000	3	1571	41775
111	Nefl	39	74.2710	16.3368	8.0000	4	1814	45744
42	Col4a1	1296	52.7025	34.5590	8.0000	4	764	12408
111	Jarid2	320	144.3618	60.5883	8.0000	3	1727	35111
31	Foxb1	49	29.8565	31.2189	8.0000	3	1324	21648
111	Gypc	54	109.2131	79.1054	8.0000	3	673	28156
111	Myh9	898	92.1370	196.7412	8.0000	3	720	44461
254	Tet3	214	206.3149	158.2427	8.0000	4	751	66217
80	Ttn	112	146.1488	32.8060	20.0000	4	584	97810
123	Hand2	442	88.1782	41.9394	8.0000	4	1550	29742
166	Thbs1	283	117.8802	207.0632	8.0000	3	1413	67109
7	Gypc	19	37.9661	188.9879	8.0000	4	503	28121
117	Tet3	104	218.7680	175.6541	20.0000	4	697	96994
111	Hapln1	666	106.2170	78.1515	8.0000	4	1134	30679
192	Popdc2	1413	148.6828	41.6123	8.0000	3	518	54476
97	Col1a1	1260	61.9764	191.5226	8.0000	4	391	10233
64	Podxl	1225	52.5853	8.9116	8.0000	4	505	52832
47	Lin28a	392	39.1653	74.9521	8.0000	4	1906	39270
115	Hes3	7	215.1691	201.6994	20.0000	3	1910	84305
143	Esam	233	91.2935	39.8925	8.0000	4	766	18541
56	Pdgfa	131	43.5527	42.9321	8.0000	4	509	49433
42	Tagln	375	62.2931	136.4965	20.0000	4	621	95182
55	Irx1	69	68.0082	158.0770	20.0000	4	1712	84931
73	Fzd2	154	97.0081	209.0560	20.0000	4	585	81448
236	Ep300	521	185.6385	198.2838	8.0000	4	661	18009
101	Plvap	953	74.6665	38.3870	8.0000	4	1401	51492
42	Wnt3	10	186.0345	168.2154	20.0000	3	344	100096
251	Smarcd3	527	202.1986	219.4249	8.0000	4	544	59094
42	Osr1	1	157.3001	50.7228	20.0000	4	304	89927
11	Hand1	1013	22.2893	4.9496	8.0000	4	1308	29240
42	Bmper	5	213.5168	12.0789	20.0000	3	785	76018
111	Bambi	281	184.4854	26.0691	8.0000	4	688	4020
117	Irx3	16	218.7265	180.8894	20.0000	4	413	85199
59	Tead2	509	52.5743	131.4438	8.0000	3	1879	65429
134	Eng	467	88.5504	29.3687	8.0000	4	1199	16642
68	Lrrc46	1	48.4420	163.9382	8.0000	4	1474	40014
134	Notch1	80	85.6545	28.7202	8.0000	4	1504	46790
118	Kmt2b	42	79.4099	5.9539	8.0000	4	1581	36041
30	Myh9	1428	31.3294	127.7112	8.0000	3	258	44991
281	Folr1	24	217.2547	197.4474	8.0000	4	722	21513
42	Meis1	85	45.5167	114.6219	20.0000	3	2016	87977
111	Kdr	130	81.2230	117.8106	8.0000	3	1099	35529
146	Tmem108	540	101.4021	48.0897	8.0000	3	1958	68236
123	Hapln1	326	84.7564	36.3655	8.0000	3	605	30339
101	Cdh2	340	65.2078	40.4138	8.0000	4	1841	7371
105	Aplnr	20	68.4353	56.7043	8.0000	3	771	1617
153	Mef2c	26	105.1307	115.1110	8.0000	4	484	41512
263	Tead2	555	199.4474	85.3191	8.0000	4	468	65475
194	Sox7	125	151.7460	153.0206	8.0000	4	734	60708
74	Popdc2	1277	58.8565	199.3398	8.0000	3	354	54340
61	Myh9	523	45.8894	171.5105	8.0000	5	1256	44086
235	Tagln	1934	188.0325	177.6428	8.0000	3	1982	63290
100	Prrx2	247	79.3221	19.7114	8.0000	3	1645	55252
111	Tagln	1182	57.3639	110.2323	8.0000	4	2023	62538
111	Dusp6	242	73.8332	58.7103	8.0000	3	1294	15661
200	F2rl2	22	153.0927	192.6776	8.0000	4	1633	19987
256	Foxd4	17	210.6089	61.0988	8.0000	3	564	21954
252	Ttn	1197	195.0509	133.6409	8.0000	3	441	69699
