cellID	geneID	regionID	x	y	z	seeds	intensity	spot_id
111	Plvap	538	93.4475	53.7716	8.0000	4	592	51077
7	Shisa2	106	21.0054	130.1423	8.0000	3	150	58358
111	Tagln	1836	171.3072	162.7258	8.0000	3	158	63192
111	Atp1b1	635	218.7047	42.2161	8.0000	3	1839	2874
45	Col4a1	311	66.6857	82.9007	20.0000	4	652	77568
138	Prrx2	212	89.7348	152.3260	8.0000	3	1565	55217
78	Bak1	141	139.8617	45.8769	20.0000	4	575	75058
88	Vcam1	45	185.2782	187.3367	20.0000	3	1682	99819
42	Tet1	10	47.7489	144.8810	20.0000	4	1861	96822
30	Krt18	367	28.6321	127.5369	8.0000	7	360	37441
25	Perp	130	30.5175	81.8074	8.0000	3	334	50086
18	Bambi	47	22.7570	43.8082	8.0000	4	1230	3786
184	Ttn	32	145.0677	28.6191	8.0000	3	925	68534
30	Setd1b	85	28.7651	123.5642	8.0000	4	1831	57076
111	Setd2	290	203.1536	97.4235	8.0000	3	692	57575
46	Smarcd3	80	44.6447	27.7332	8.0000	3	1407	58647
21	Ldhb	12	44.0642	98.9301	20.0000	3	401	86658
14	Marcks	640	27.4382	29.3957	8.0000	3	1784	41023
165	Notch1	426	123.8420	149.9666	8.0000	4	1683	47136
22	Icam2	18	28.2206	24.7149	8.0000	3	573	32942
42	Ttn	1217	195.2808	145.3872	20.0000	4	553	98915
111	Ovol2	36	99.5210	29.0309	8.0000	3	305	48115
177	Isl1	31	136.7670	36.8917	8.0000	3	2031	34506
28	Sp5	20	57.4048	82.5505	20.0000	3	2002	94608
90	Sfrp5	54	186.6955	181.1027	20.0000	4	2010	93332
111	Car7	35	102.1591	104.2648	8.0000	4	1706	6074
156	Pcgf2	259	102.5563	51.7664	8.0000	3	1134	48485
251	Tet3	283	196.5786	216.6108	8.0000	4	1972	66286
25	Tet3	119	54.5288	38.7225	20.0000	3	681	97009
288	Jarid2	355	223.3403	220.8066	8.0000	4	1939	35146
138	Atp1b1	656	89.3105	156.4425	8.0000	4	434	2895
117	Nr2f1	42	212.4096	173.6709	20.0000	4	712	89589
111	Gata4	924	180.2265	87.6336	8.0000	3	1282	25252
111	Nrp1	55	83.6408	64.4256	8.0000	4	647	47406
42	Suz12	123	88.9282	200.5940	20.0000	4	1981	94799
81	Cd34	156	61.3591	25.6820	8.0000	3	722	6919
10	Col4a1	180	40.8323	11.6618	20.0000	4	841	77437
271	Gsn	82	206.4139	127.4173	8.0000	4	1672	28073
109	Ttn	94	68.0211	179.9626	8.0000	3	1538	68596
91	Eng	803	66.8927	20.7942	8.0000	3	1675	16978
210	Gypc	75	162.8217	123.6846	8.0000	4	453	28177
137	Plvap	119	96.1777	212.2063	8.0000	3	944	50658
40	Lef1	119	56.4661	163.7546	20.0000	4	1969	86914
47	Marcks	30	57.6708	65.9942	20.0000	3	500	87643
111	Nebl	174	218.2854	108.5977	8.0000	4	1701	45222
40	Irx3	85	46.2005	115.7043	8.0000	4	559	34082
227	Bmp7	379	182.6389	19.1165	8.0000	3	409	5705
111	Col4a1	617	83.6385	18.5791	8.0000	3	1541	11729
92	Bak1	210	66.8031	90.1729	8.0000	4	958	3563
42	Thbs1	71	155.9138	197.5517	20.0000	3	1759	97243
257	Dnmt3a	410	201.0041	51.0407	8.0000	4	1002	14701
23	Plp1	29	45.6823	1.5005	20.0000	3	1244	90698
233	Fzd2	226	182.5314	162.4366	8.0000	4	1752	23615
5	Myh9	1198	13.1178	129.4081	8.0000	3	961	44761
14	Krt18	752	24.2640	28.6182	8.0000	3	262	37826
111	Nebl	607	187.3198	18.0778	8.0000	4	632	45655
111	Eng	122	94.3888	18.7998	8.0000	3	956	16297
111	Col4a1	596	94.6092	111.2617	8.0000	3	587	11708
85	Setd1a	120	180.4757	168.0928	20.0000	4	668	92864
114	Lin28a	604	76.6071	201.0587	8.0000	5	596	39482
153	Cd34	26	103.6237	114.1297	8.0000	4	703	6789
280	Cdh2	464	218.2039	132.5004	8.0000	3	460	7495
130	Myh9	438	83.4099	146.0176	8.0000	3	158	44001
16	Tet3	448	26.3013	111.1125	8.0000	3	2039	66451
44	Atp1b1	303	43.7761	80.3755	8.0000	4	376	2542
20	Hand1	203	49.2766	68.9299	20.0000	4	773	83383
111	Popdc2	1202	69.3741	174.2804	8.0000	4	326	54265
26	Hcn4	274	50.2351	54.4009	20.0000	3	503	84219
122	T	66	77.1833	165.8330	8.0000	3	1751	61343
42	Klf1	6	56.1156	44.8330	8.0000	4	1851	35973
160	F2r	308	118.0978	78.6414	8.0000	3	613	19662
261	Ttn	2599	199.9178	119.6907	8.0000	3	1827	71101
111	Bambi	362	69.8019	150.2882	8.0000	4	422	4101
120	Nrp1	220	219.2765	194.3227	20.0000	3	500	89853
111	Marcks	514	86.7258	107.2717	8.0000	3	1637	40897
42	F2r	113	193.3598	212.5919	20.0000	5	2029	80077
42	Lin28a	235	45.8674	115.5598	20.0000	4	493	87263
134	Pecam1	174	83.0923	21.6752	8.0000	3	670	49810
255	Irx5	134	201.9228	83.0883	8.0000	3	1523	34424
30	Col1a1	1289	30.3275	122.2738	8.0000	4	496	10262
111	Mesp2	16	104.0345	28.4418	8.0000	3	1442	42497
41	Podxl	1166	37.1513	21.4932	8.0000	4	896	52773
111	Samd3	27	184.5517	19.5161	8.0000	3	1727	56559
46	Soat2	18	40.5814	25.2857	8.0000	4	1419	59654
282	Fgfr1	142	216.9858	46.2474	8.0000	4	1831	20473
17	Lin28a	782	19.0379	121.2505	8.0000	3	367	39660
281	Furin	275	217.9169	187.0818	8.0000	4	1276	22507
28	Eng	105	57.3101	81.9753	20.0000	4	1077	79319
111	Col4a1	130	179.9514	85.2427	8.0000	3	1864	11242
128	Wnt5a	63	82.4316	209.2660	8.0000	4	1807	72904
176	Myh9	1195	134.3353	51.6586	8.0000	3	334	44758
71	Ep300	132	92.4909	222.7144	20.0000	4	1717	79511
192	Irx2	122	144.6294	50.6183	8.0000	4	1974	33908
5	Myh9	254	6.0866	122.7971	8.0000	4	651	43817
86	Furin	631	66.1007	1.6018	8.0000	4	1791	22863
184	Kdr	9	139.4516	35.3177	8.0000	4	1807	35408
48	Col4a1	773	41.5073	56.8102	8.0000	3	1184	11885
111	Col4a1	802	208.2211	80.0525	8.0000	3	981	11914
118	Irx5	73	78.8754	7.5229	8.0000	4	2034	34363
107	Hes3	2	200.9366	206.5973	20.0000	3	1827	84300
74	Nfe2	7	98.5021	213.1890	20.0000	4	2022	89347
111	Tagln	1037	83.7470	194.9289	8.0000	3	1783	62393
111	Wnt5a	4	213.9371	99.3896	8.0000	4	388	72845
84	F2r	481	67.3207	118.0597	8.0000	4	519	19835
42	Ttn	2259	59.9484	45.3320	8.0000	4	711	70761
78	Tagln	304	59.7037	125.1009	8.0000	3	409	61660
129	Cbfa2t3	34	222.8927	167.8222	20.0000	4	678	76150
217	Zfp57	71	166.4661	128.1334	8.0000	4	1982	73352
111	Irx3	9	85.8386	143.4949	8.0000	4	1554	34006
18	Krt18	758	22.7854	44.3082	8.0000	4	356	37832
42	Usp28	119	141.4550	47.4970	20.0000	4	1674	99694
2	Smim1	153	11.5844	107.9309	8.0000	4	1289	59294
110	Sfrp1	116	206.7123	194.0531	20.0000	4	1817	93265
74	Shisa2	13	56.1769	198.2808	8.0000	3	1268	58265
20	Hsf1	79	25.7233	4.1817	8.0000	3	1655	32737
224	Col26a1	220	179.9976	92.7869	8.0000	3	1609	11014
100	Tead2	452	76.6388	25.0034	8.0000	4	1925	65372
276	Popdc2	1155	221.2492	1.8688	8.0000	4	1607	54218
42	Sfrp5	130	67.8832	51.9258	20.0000	3	611	93408
160	Eng	58	123.5490	79.8522	8.0000	4	849	16233
251	Bmp7	515	192.0958	212.0953	8.0000	4	747	5841
109	Ptn	111	72.7302	176.3688	8.0000	3	1675	55548
89	Tmem108	249	68.5846	203.3903	8.0000	3	1878	67945
41	Popdc2	584	46.4222	15.7995	8.0000	3	475	53647
42	Tagln	307	210.8965	129.6547	20.0000	4	599	95114
99	Ahnak	230	214.2381	223.4900	20.0000	4	352	74008
125	Eng	1190	81.4966	46.6876	8.0000	3	912	17365
7	Podxl	1057	38.8987	217.8734	8.0000	3	1806	52664
2	Nebl	361	28.3936	91.8102	8.0000	3	1126	45409
111	Wnt2	58	204.3403	70.5090	8.0000	4	42	72539
113	Fzd2	62	72.1843	224.2310	8.0000	4	1678	23451
27	Setd1b	54	57.2530	63.4611	20.0000	4	1966	92948
158	Fgf10	1	122.2610	220.8417	8.0000	3	1111	20117
111	Cbfa2t3	121	123.5172	146.1385	8.0000	4	1220	6445
111	Plvap	1009	182.0016	87.2434	8.0000	3	673	51548
92	Ttn	653	195.3823	153.7830	20.0000	4	299	98351
277	Fgfr2	212	217.0900	13.7200	8.0000	3	1262	20954
111	Krt18	255	204.4747	40.8778	8.0000	3	2004	37329
110	Gmpr	6	200.6093	193.9997	20.0000	5	609	82727
31	Rgl1	203	35.5429	37.6798	8.0000	4	1923	55984
111	Rgl1	107	128.9284	41.6349	8.0000	3	272	55888
231	Ttn	235	176.6149	172.5134	8.0000	3	1330	68737
12	Nebl	122	44.3329	77.7229	20.0000	3	528	89103
27	Myh9	1320	26.9148	9.5487	8.0000	3	207	44883
111	Ets1	2	76.1914	192.6411	8.0000	4	693	18551
14	Lin28a	54	41.2320	59.0282	20.0000	3	439	87082
182	Acp5	35	138.0463	164.4002	8.0000	4	421	59
111	Bmp7	530	71.3963	122.3957	8.0000	3	474	5856
128	Bambi	259	82.5714	209.9194	8.0000	4	1700	3998
89	Setd1a	210	65.4379	196.1619	8.0000	4	737	56798
37	Epcam	36	34.8292	60.3737	8.0000	3	1222	18055
125	Tfap2b	4	89.9661	54.6874	8.0000	3	1944	66706
42	Clic6	54	51.9552	29.8820	8.0000	4	401	8785
43	Tmem37	8	66.6799	90.5281	20.0000	3	1264	97684
101	Ptn	38	201.3529	209.5290	20.0000	4	547	92480
111	Bambi	644	218.7714	35.1481	8.0000	4	871	4383
213	Acvr2a	66	168.0205	56.3614	8.0000	3	1086	224
111	Eng	1009	152.5888	177.5622	8.0000	4	1125	17184
261	Cdh2	648	206.8524	122.5161	8.0000	4	1757	7679
7	Nrp1	157	38.5924	219.7243	8.0000	4	988	47508
49	Ahnak	511	46.2141	166.4299	8.0000	4	1797	861
111	Bmp2	43	87.7229	166.2595	8.0000	4	1936	4798
101	Esam	202	68.5269	40.6101	8.0000	3	426	18510
111	Tet3	154	162.6067	209.5289	8.0000	4	1066	66157
244	Sfmbt2	8	190.6637	181.6364	8.0000	3	1924	57598
63	Kmt2d	511	56.4159	196.3152	8.0000	4	1907	36999
74	Tjp2	88	54.4145	206.1474	8.0000	4	1361	67491
42	Hand1	37	44.0441	125.5505	20.0000	3	1013	83217
98	Gpc4	1	193.1629	141.1971	20.0000	4	1756	82849
5	Hapln1	200	14.9800	129.3918	8.0000	3	807	30213
42	F2r	77	110.8092	209.1714	20.0000	3	686	80041
79	Ttn	2388	55.8067	59.8906	8.0000	3	1898	70890
7	Col1a1	1040	36.1948	194.0335	8.0000	3	354	10013
99	Bmp5	6	217.9387	213.0538	20.0000	4	1981	75637
111	Irx2	204	201.5962	114.6850	8.0000	3	978	33990
260	Ep300	185	198.7358	188.6785	8.0000	4	424	17673
38	Gata6	638	46.4468	4.8707	8.0000	3	458	26696
149	Sox4	214	102.1497	209.2233	8.0000	5	1493	60376
121	Acvr1	74	81.0138	67.2500	8.0000	3	1488	142
111	Gpc4	218	186.3193	52.4755	8.0000	4	354	27733
227	Setd1a	277	178.6616	24.0822	8.0000	4	1358	56865
111	Hapln1	1095	87.9369	157.9652	8.0000	3	886	31108
256	Usp28	194	208.1023	64.3617	8.0000	4	405	71494
55	Atp1b1	415	73.5692	160.6706	20.0000	3	1705	74811
111	Tinagl1	63	74.0564	157.9690	8.0000	4	1410	67223
49	Lin28a	381	64.9971	157.3923	20.0000	4	473	87409
42	Ldhb	110	38.0608	46.7504	8.0000	4	525	38196
254	Bcl2	44	202.3430	149.3561	8.0000	4	1151	4437
111	Col4a1	1413	80.4087	10.4964	8.0000	4	753	12525
124	Usp28	136	84.3367	182.0425	8.0000	3	850	71436
52	Msx1	54	45.4843	129.9615	8.0000	4	1507	43101
235	Dnmt3a	487	189.0593	177.2739	8.0000	3	1693	14778
128	Pdgfa	38	89.0262	219.7466	8.0000	3	573	49340
83	Gata6	337	59.7237	141.3025	8.0000	4	775	26395
111	Ahnak	66	174.7085	181.7159	8.0000	4	250	416
111	Rgl1	259	170.3940	207.5349	8.0000	3	1492	56040
47	Perp	52	41.6292	70.2414	8.0000	3	1849	50008
103	Myh9	771	75.8656	81.1696	8.0000	4	202	44334
99	Tead2	313	212.3701	218.6726	20.0000	4	419	96675
210	Gata5	305	156.7254	123.7137	8.0000	4	786	25799
42	Sox4	178	188.0746	148.6259	20.0000	4	1976	94506
151	Tfap2a	11	101.9713	215.7715	8.0000	3	208	66627
9	Krt18	249	33.4305	45.7662	20.0000	6	489	86589
95	Thbs1	4	61.5857	211.0498	8.0000	3	1499	66830
111	Cdh5	552	126.2226	95.2547	8.0000	3	853	8258
111	Dusp6	301	142.7711	57.4021	8.0000	3	650	15720
43	Fgfr1	126	67.1585	88.6476	20.0000	4	519	80373
125	Col26a1	152	91.0901	46.5228	8.0000	3	1935	10946
61	Irx3	8	74.1664	167.7489	20.0000	3	363	85191
247	Nebl	599	195.1660	192.5345	8.0000	3	1574	45647
111	Pecam1	5	133.6212	156.2914	8.0000	4	1243	49641
14	Usp28	91	35.9301	67.1414	20.0000	3	648	99666
156	Msx1	192	102.0975	53.6157	8.0000	4	591	43239
42	Popdc2	195	190.1938	137.5086	20.0000	3	1990	91675
111	Ttn	1743	180.4908	213.5507	8.0000	4	415	70245
79	Col4a1	1454	58.0220	55.2497	8.0000	4	811	12566
158	Eng	960	124.1635	222.6374	8.0000	4	1126	17135
268	Atp1b1	814	205.6339	44.0652	8.0000	4	1639	3053
43	Ahnak	782	45.4845	157.9777	8.0000	4	218	1132
215	Fgfr3	3	165.8316	45.6706	8.0000	3	1952	21082
80	Tmem119	14	57.5639	182.2813	8.0000	4	1317	68269
130	Tet3	255	85.8300	156.8945	8.0000	3	425	66258
13	Ep300	137	38.3622	45.9072	20.0000	3	321	79516
43	Col1a1	652	42.0346	150.0214	8.0000	4	397	9625
25	Nr1d1	3	48.7962	25.8999	20.0000	4	362	89530
111	Setd2	150	110.1478	87.3821	8.0000	4	1835	57435
111	Hand2	144	81.3318	12.5739	8.0000	4	589	29444
124	Nebl	28	78.7958	173.3225	8.0000	3	2028	45076
88	Ttn	1325	67.2691	154.9242	8.0000	4	1240	69827
43	Bmp2	52	45.7176	158.2914	8.0000	5	1963	4807
111	Lfng	3	131.8402	160.5559	8.0000	3	845	38758
118	Icam2	38	82.0455	5.6389	8.0000	5	1716	32962
99	Arl4d	13	219.1050	217.0115	20.0000	3	1925	74323
111	Fgfr1	121	135.1294	30.7182	8.0000	3	1403	20452
42	Ttn	3	47.1641	49.5053	8.0000	4	429	68505
123	Slc7a3	28	77.3157	40.6005	8.0000	3	373	58562
156	Kmt2b	477	106.9307	50.7046	8.0000	3	740	36476
63	Sox4	65	57.2461	186.1878	8.0000	4	1133	60227
2	Hoxb3	9	8.3373	0.9024	8.0000	3	1970	32005
28	Hand2	161	57.0445	80.7031	20.0000	4	620	83735
111	Cdh2	455	192.7668	20.1904	8.0000	4	564	7486
65	Meis2	41	57.1394	95.0104	8.0000	4	34	42060
80	Setd1a	300	61.5630	187.1511	8.0000	5	605	56888
111	Ttn	420	212.3807	55.8614	8.0000	4	771	68922
225	Gata2	103	171.5006	99.3427	8.0000	4	647	24099
42	Col4a1	636	189.7306	169.9837	20.0000	4	1214	77893
42	Suz12	58	42.2538	110.9479	20.0000	3	437	94734
235	Ahnak	118	182.9353	180.9192	8.0000	4	285	468
22	Myh9	250	49.9855	124.3218	20.0000	4	1655	88717
49	Tmem108	452	44.1472	170.6526	8.0000	3	850	68148
42	Hoxb5	8	58.5965	127.6658	20.0000	4	1922	84476
156	Ldhb	151	109.6406	55.9801	8.0000	4	642	38237
21	Col4a1	359	48.1521	108.0834	20.0000	3	461	77616
28	Nr2f1	58	48.7214	77.2279	20.0000	3	2005	89605
42	Furin	113	88.1941	194.8081	20.0000	3	1654	81070
61	Kmt2d	55	55.0973	180.6009	8.0000	4	1623	36543
111	Cd34	7	119.8255	147.0237	8.0000	7	688	6770
258	Lef1	175	202.1703	60.6745	8.0000	4	1714	38547
231	Smarcd3	336	176.1723	169.2220	8.0000	3	452	58903
96	Ezh1	25	186.2340	193.2042	20.0000	4	1773	79883
156	Eed	66	111.5559	51.6857	8.0000	4	369	15817
69	Ttn	294	88.0769	181.8421	20.0000	4	1712	97992
69	Hcn4	76	90.6531	183.7416	20.0000	3	651	84021
173	Kmt2d	88	138.3025	95.1221	8.0000	4	523	36576
26	Kmt2d	292	26.7730	112.2664	8.0000	4	381	36780
27	Pcgf6	9	25.9786	8.0908	8.0000	4	395	49204
42	Prrx2	278	41.3052	47.1896	8.0000	3	275	55283
111	Rgl1	38	133.8577	151.9403	8.0000	4	1696	55819
203	Ttn	1596	159.1292	41.7033	8.0000	4	1439	70098
42	Lefty2	1	42.4811	93.0834	20.0000	4	386	86975
111	Myh9	1119	162.4696	198.2490	8.0000	4	1065	44682
2	Krt18	928	17.9830	25.8335	8.0000	4	763	38002
101	Notch1	70	74.9119	31.1491	8.0000	4	1164	46780
111	Hemgn	3	175.6392	46.8123	8.0000	3	1663	31606
99	Gata4	457	218.4664	215.2059	20.0000	5	1918	82084
131	Dlk1	182	220.0961	173.8806	20.0000	4	442	78279
118	Gata6	72	74.9042	0.6769	8.0000	4	2025	26130
101	Mpl	49	77.8578	33.0475	8.0000	3	669	42944
42	Podxl	367	69.5189	59.1813	20.0000	3	1978	91240
42	Myh9	469	48.1833	93.5257	20.0000	3	573	88936
210	Fzd2	55	164.3445	123.5359	8.0000	3	838	23444
42	Nrp1	120	62.7390	136.8512	20.0000	4	342	89753
139	Kitl	74	96.4280	217.7481	8.0000	3	1642	35901
42	Popdc2	730	89.4238	223.7932	20.0000	3	923	92210
2	Bmp4	167	16.6976	28.6747	8.0000	3	410	5164
111	Atp1b1	693	213.3932	58.2685	8.0000	3	2042	2932
64	Ep300	284	52.8968	3.4940	8.0000	4	268	17772
111	Hand1	353	76.8941	117.7185	8.0000	5	607	28580
125	Bambi	66	91.3848	52.9094	8.0000	4	164	3805
280	Zfp444	66	221.1437	128.3377	8.0000	3	573	73213
81	Myh9	81	63.2709	26.9935	8.0000	4	1229	43644
42	Lin28a	8	93.9050	216.0775	20.0000	4	2003	87036
111	Suz12	188	160.6375	197.9505	8.0000	3	1818	61261
5	Furin	34	3.1238	122.1748	8.0000	4	1612	22266
111	Usp28	258	75.8913	125.8981	8.0000	3	373	71558
41	Plek	2	36.2932	23.6437	8.0000	3	248	50402
210	Eng	216	159.4286	127.1939	8.0000	4	1770	16391
118	Cdh5	238	73.6925	2.2414	8.0000	3	1938	7944
255	Nid1	378	205.5601	84.0966	8.0000	4	1870	46199
111	Acvr1	50	83.3983	191.7686	8.0000	4	515	118
111	Hapln1	94	164.3348	208.0358	8.0000	4	1383	30107
89	Perp	4	184.1446	224.0220	20.0000	4	1674	90532
54	Lef1	80	69.9305	189.7971	20.0000	4	696	86875
37	Sox4	2	39.3194	62.3426	8.0000	3	357	60164
42	Emcn	90	52.4820	50.4982	8.0000	3	1773	16129
7	Col4a1	1444	8.7227	130.0370	8.0000	3	994	12556
149	Kmt2d	453	102.4130	208.2055	8.0000	4	1614	36941
42	Morc4	3	43.9064	90.5217	20.0000	4	2002	88253
266	Irx1	94	206.0002	202.0559	8.0000	4	2039	33457
111	Dll1	65	191.2020	89.7279	8.0000	3	1674	14154
185	Pcgf6	8	139.5297	72.2611	8.0000	3	1174	49203
111	Gata6	528	214.6678	55.9241	8.0000	4	206	26586
202	Bin2	86	155.7670	192.1418	8.0000	4	1710	4695
242	Ramp2	125	195.5716	142.0013	8.0000	4	704	55753
107	Ttn	915	74.4459	210.7434	8.0000	4	1616	69417
111	Hand2	684	108.3398	75.9086	8.0000	3	562	29984
125	Vamp5	5	78.6074	45.9947	8.0000	4	687	71589
98	Lyl1	82	70.0736	75.7800	8.0000	4	277	40227
235	Kdr	335	179.7968	173.0682	8.0000	3	823	35734
42	Nrp1	184	57.8548	42.8527	20.0000	4	546	89817
42	Sfrp1	89	209.8026	170.6275	20.0000	4	569	93238
111	Prrx2	364	191.3788	127.0009	8.0000	4	585	55369
61	Sox4	99	81.0256	162.3515	20.0000	4	625	94427
42	Ttn	241	64.7232	40.8529	8.0000	3	1801	68743
111	Rhoj	17	101.9684	74.5646	8.0000	4	919	56197
111	Sox7	163	77.9965	62.2470	8.0000	4	1046	60746
2	Myh9	1128	11.6355	109.9993	8.0000	3	1020	44691
7	Wnt5a	103	25.3636	131.7349	8.0000	4	685	72944
111	Hapln1	979	104.5344	103.6860	8.0000	4	942	30992
289	Gypa	7	220.4195	121.0128	8.0000	3	1775	28088
130	Hapln1	135	222.7239	180.3551	20.0000	4	1997	83919
121	Pecam1	267	78.0309	69.5498	8.0000	3	1289	49903
111	Nebl	183	66.1218	140.6610	8.0000	4	1819	45231
27	Marcks	268	29.5633	10.0659	8.0000	4	1922	40651
42	Hsf1	2	218.5628	112.1605	20.0000	3	434	84598
160	Eng	490	118.8697	86.8365	8.0000	4	1863	16665
42	Lin28a	276	56.2829	126.6025	20.0000	4	2040	87304
111	Nebl	365	144.0534	18.6721	8.0000	3	696	45413
231	Ttn	4	175.7777	176.4013	8.0000	4	1598	68506
225	Tet3	532	169.4169	96.1891	8.0000	3	711	66535
24	Tcf7l1	32	55.2540	115.1505	20.0000	3	610	96240
86	Hoxc8	25	58.2111	8.5832	8.0000	4	646	32494
275	Dnmt3a	737	210.0732	219.4876	8.0000	3	1850	15028
127	Wnt11	4	83.4170	198.3245	8.0000	3	553	72341
54	Tbx5	255	44.5066	10.2654	8.0000	4	500	64076
42	Pax8	2	67.9427	88.6362	20.0000	3	1762	89998
42	Ttn	691	52.9309	23.0667	20.0000	4	676	98389
111	Dusp6	182	220.9467	41.0468	8.0000	4	752	15601
31	Plek	31	36.1881	28.1863	8.0000	3	185	50431
258	Tet3	178	200.0230	56.5775	8.0000	3	376	66181
25	Tagln	924	25.1168	78.2836	8.0000	4	159	62280
260	Irx1	157	201.7688	195.5987	8.0000	3	472	33520
81	Myh9	687	64.6873	35.0769	8.0000	4	200	44250
249	Tagln	458	195.5747	201.9554	8.0000	4	257	61814
78	Hcn4	210	53.4289	123.6723	8.0000	3	599	31327
134	Hapln1	461	82.1682	29.2901	8.0000	3	548	30474
111	Dnmt3a	448	173.6602	213.5609	8.0000	4	961	14739
30	Wdr5	260	31.8667	127.1758	8.0000	4	219	72170
111	Ttn	2261	80.5554	159.8826	8.0000	4	1625	70763
36	Cdh2	559	37.9773	54.0399	8.0000	3	221	7590
128	Pdgfra	59	222.2108	202.4131	20.0000	3	614	90434
43	Podxl	154	66.2917	90.8619	20.0000	5	1773	91027
42	Wnt11	20	87.1118	151.6914	20.0000	4	643	99991
111	Hapln1	942	113.8288	72.6964	8.0000	3	712	30955
260	Ptn	49	210.5590	190.7817	8.0000	4	534	55486
111	Eng	614	137.9491	178.1878	8.0000	4	1401	16789
219	Tbx5	111	169.0823	165.7559	8.0000	4	362	63932
42	Hand2	27	59.9074	179.9845	20.0000	4	392	83601
111	Gata4	359	179.7810	166.8405	8.0000	4	1994	24687
114	Col26a1	11	69.9282	206.2194	8.0000	3	90	10805
111	Ttn	2383	184.1552	53.8877	8.0000	4	458	70885
111	Ttn	373	176.4491	33.5752	8.0000	3	1846	68875
134	Bmp5	129	93.0029	20.7439	8.0000	3	1235	5305
111	Notch1	39	106.8341	44.3959	8.0000	4	712	46749
42	Tfap2c	4	70.3962	191.6253	20.0000	3	381	97158
168	Hand1	330	128.7882	1.0947	8.0000	4	882	28557
194	Furin	812	150.8837	151.1371	8.0000	4	141	23044
231	Tbx5	440	176.6372	173.1448	8.0000	4	509	64261
16	Fgfr2	210	17.6063	112.4362	8.0000	4	1348	20952
2	Myh9	561	22.6903	61.4302	8.0000	4	1835	44124
29	Hoxa1	20	55.7428	140.2117	20.0000	3	352	84352
111	Nid1	286	76.3261	193.4659	8.0000	3	1336	46107
111	Usp28	111	167.9121	87.1211	8.0000	3	1545	71411
42	Gfi1b	11	152.8397	196.9338	20.0000	4	399	82661
101	Plvap	75	76.5768	35.0392	8.0000	3	1090	50614
111	Sox4	145	103.7876	28.0490	8.0000	4	602	60307
33	Tbx5	267	37.8495	9.9090	8.0000	4	479	64088
105	Popdc2	1384	66.1262	51.5826	8.0000	3	1981	54447
111	Hoxc8	2	210.9611	85.7270	8.0000	3	1918	32471
111	Pdgfa	22	156.9523	199.8997	8.0000	3	1966	49324
116	Eng	415	77.6747	113.3879	8.0000	5	1019	16590
85	Prrx2	69	178.1024	179.8473	20.0000	3	661	92351
32	Ahnak	643	29.1048	102.2086	8.0000	3	228	993
42	Plvap	143	127.1650	220.1080	20.0000	3	554	90870
242	Popdc2	544	186.3967	150.7536	8.0000	4	513	53607
111	Plek	29	159.7129	184.1962	8.0000	3	1886	50429
5	Sp5	19	14.6370	128.7041	8.0000	4	1316	60839
29	Axin2	10	55.9821	139.9201	20.0000	3	321	74866
111	Zfp444	32	122.3295	0.6823	8.0000	4	881	73179
104	Furin	20	201.9597	125.0836	20.0000	4	1688	80977
111	F2r	236	134.3989	1.4985	8.0000	4	587	19590
254	Cdh2	130	202.1825	140.2342	8.0000	3	282	7161
14	Msx2	25	38.9336	71.7342	20.0000	3	573	88415
2	Fzd2	478	27.9707	62.0765	8.0000	4	1622	23867
111	Gata5	231	181.6713	110.3982	8.0000	3	110	25725
65	Mcl1	5	48.1477	87.4225	8.0000	3	1646	41103
29	Alas2	39	36.7561	103.0557	8.0000	3	1129	1422
11	Setd1b	29	44.7346	28.8791	20.0000	4	567	92923
111	Hapln1	1049	105.1766	40.2501	8.0000	4	1721	31062
22	Bambi	611	28.9158	22.8581	8.0000	4	1973	4350
111	Dusp6	6	87.9440	192.2370	8.0000	4	1172	15425
266	Prrx2	124	202.9469	203.8982	8.0000	4	360	55129
8	Smoc2	35	32.3025	76.3336	20.0000	4	1823	94086
132	Hand1	604	83.1714	223.6303	8.0000	4	1385	28831
111	Col26a1	182	82.9544	109.7826	8.0000	4	1986	10976
86	Slc38a5	4	68.2848	3.9994	8.0000	3	230	58478
111	Tjp2	161	144.5430	11.0508	8.0000	4	1240	67564
111	Nepn	23	74.1602	195.1898	8.0000	3	407	45775
121	Dusp6	231	79.4457	66.6963	8.0000	3	1708	15650
57	Tagln	1302	54.6049	113.9301	8.0000	4	361	62658
71	Podxl	1356	56.0643	157.0459	8.0000	7	1941	52963
269	Smim1	37	210.2819	177.6296	8.0000	4	352	59178
111	Tagln	1022	171.3142	156.6406	8.0000	3	620	62378
99	Aldh2	13	208.8396	209.6655	20.0000	4	606	100489
261	Kmt2b	222	201.7881	121.0745	8.0000	4	673	36221
110	Bmp7	313	202.7524	196.5795	20.0000	3	1757	76011
42	Podxl	229	66.0989	51.1845	20.0000	3	686	91102
258	Wnt11	132	200.5340	54.0421	8.0000	3	700	72469
271	Tmem37	26	207.4544	127.3177	8.0000	3	356	68335
2	Suz12	33	23.9921	63.9359	8.0000	3	329	61106
111	Aldh2	6	80.7472	109.9361	8.0000	3	1309	73554
111	Arhgdib	94	203.6783	94.3099	8.0000	4	493	1896
42	Ttn	346	68.5271	138.5793	20.0000	4	300	98044
42	Mrap	30	67.7670	125.0289	20.0000	4	1247	88315
90	Nebl	115	183.5181	179.5609	20.0000	3	567	89096
